Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
448,NCC37,NCC,37,Culvert,TLH-C10 County Cat Pond,2019-10-17,Trans Labrador Highway,51.73594444,-56.53019444,Trout,no,Yes,,,,,,,,,,,,,,,,Too deep to assess. No inlet or outlet photos,,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.53019444 51.73594444),02YL000-13673,227726.168796482
449,NCC38,NCC,38,Culvert,TLH-C11 County Cat Pond,2019-10-17,Trans Labrador Highway,51.73488889,-56.52772222,Trout,no,Yes,,,,,,,,,,,,,,,,Too deep to assess. No inlet or outlet photos,,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.52772222 51.73488889),02YL000-13673,227654.00422421
450,NCC39,NCC,39,Culvert,TLH-C12,2019-10-29,Trans Labrador Highway,51.78533333,-56.40294444,Trout,no,Yes,,,,,,,,,,,,,,,,Two culverts connecting two ponds. Downstream too deep to assess,,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.40294444 51.78533333),02YL000-13673,235309.590996525
451,NCC40,NCC,40,Culvert,TLH-C13 Black Bay Brook,2019-10-29,Trans Labrador Highway,51.79744444,-56.38866667,Trout,no,No,,,,,,,,,,,,,,,,Bank too steep at inlet/upstream for photos.,Natural Bottom,No,,,NO,,,POINT (-56.38866667 51.79744444),02YL000-13673,236876.139453636
452,NCC41,NCC,41,Culvert,TLH-C14 Black Bay Jib Brook,2019-10-29,Trans Labrador Highway,51.81630556,-56.37647222,Trout,Yes,No,,,,,,,,,,,,,,,,Water fall upstream and down possible barriers. Banks too steep for inlet and outlet photos.,Natural Bottom,No,,,NO,,,POINT (-56.37647222 51.81630556),02YL000-13673,239124.926124198
453,NCC42,NCC,42,Culvert,TLH-C15 Big Head Pond Brook,2019-10-29,Trans Labrador Highway,51.93719444,-56.34902778,Trout,no,Yes,,,,,,,,,,,,,,,,Upstream leads into a bog (marsh area). Upstream too deep to assess,,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.34902778 51.93719444),02YL000-13673,252571.898495428
454,NCC43,NCC,43,Culvert,TLH-C16 Big Head Pond Brook,2019-10-29,Trans Labrador Highway,51.95013889,-56.33758333,Trout,no,Yes,round,Galvanized,2.35,2.35,129,38,74.5,0.52,1.45,29.29,3.18,0,64,,good,No obstructions but there are 2 overflow culverts above the main culvert for spring thaw run off. Some dents at outlet on top and right.,Fish ladder in culvert,No,,,NO,,,POINT (-56.33758333 51.95013889),02YL000-13673,254171.421653699
455,NCC44,NCC,44,Culvert,TLH-C17 Outside Big Pond,2019-10-29,Trans Labrador Highway,51.98419444,-56.29566667,Trout,no,No,,,,,,,,,,,,,,,,Bank too high for inlet photo and outlet photo also waterstream too wide for outlet photo,Photos missing,Incomplete,,,YES,Water too deep to fully assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.29566667 51.98419444),02YL000-13673,258607.885955176
456,NCC45,NCC,45,Culvert,TLH-C18 Chateau Pond Brook,2019-10-29,Trans Labrador Highway,52.07619444,-56.17716667,Trout,Yes,Yes,round,Galvanized,2.07,1.55,105,45,36,1.14,1.055,27.5,-0.31,0,64,,fair,Boulders at inlet preventing fish passage. Water is flowing between rock cracks. Should be a silt bats(?) water very dirty . Culvert extenstion showing erosion of gravel on top. Bottom of extension looks ok,,Yes,2020-07-13,,NO,,,POINT (-56.17716667 52.07619444),02YL000-22025,270399.199670692
457,NCC46,NCC,46,Barrier,TLH-C18 Chateau Pond Brook,2019-10-29,Trans Labrador Highway,52.07619444,-56.17716667,Trout,Yes,,,,,,,,,,,,,,,,,Boulders at inlet preventing fish passage. Full barrier. Water is flowing however,,,,,NO,,,POINT (-56.17716667 52.07619444),02YL000-22025,270399.199670692
458,NCC47,NCC,47,Culvert,TLH-C19,2019-10-29,Trans Labrador Highway,52.08972222,-56.16286111,Trout,Yes,No,,,,,,,,,,,,,,,,No water movement between ponds . Rock barrier at (assumed) downstream outlet to pool.,BACKWATERED,No,,,NO,,,POINT (-56.16286111 52.08972222),02YL000-22025,272085.465846441
459,NCC48,NCC,48,Barrier,TLH-C19 Pond in the Hole Brook,2019-10-29,Trans Labrador Highway,52.08972222,-56.16286111,Trout,Yes,,,,,,,,,,,,,,,,,"2 large boulders. No water movement between ponds , no barrier inside culvert. Barrier downstream of culvert. Looks like large rock at mouth of stream into pond",,Yes,2020-07-13,,NO,,,POINT (-56.16286111 52.08972222),02YL000-22025,272085.465846441
460,NCC49,NCC,49,Culvert,TLH-C20 Fourth Pond Steady,2019-10-29,Trans Labrador Highway,52.16427778,-56.091,Trout,Yes,Yes,,,,,,,,,,,,,,,,"Bank too steep on downstream side, rocks very loose . The culvert could use extension on downstream side. Boulders are limiting outlet width.",Further Assessment required. Rocks partially blocking outlet,Maybe,,,YES,Bank too steep on one side to assess,"Further assessment required (try a safer approach, wear chest waders, etc).",POINT (-56.091 52.16427778),02YL000-22025,281290.862339963
461,NCC50,NCC,50,Culvert,TLH-C21 Long Pond Brook,2019-10-29,Trans Labrador Highway,52.27138889,-55.84416667,Trout,no,Yes,round,Galvanized,2.32,1.43,85,45,25,0.6,0.79,30.5,0.62,0,86,,poor,Lots of rot on culvert at inlet about 20 feet long on left side. Rot on right side of inlet confined to one patch (Pictured),0.6% slope and culvert is rusting out on the inside,Maybe,,,NO,,,POINT (-55.84416667 52.27138889),02YL000-22025,297189.234474416
462,NCC51,NCC,51,Culvert,TLH-C22 St. Mary’s Pond,2019-10-30,Trans Labrador Highway,52.30691667,-55.90272222,"Trout,Salmon,Char",Yes,No,,,,,,,,,,,,,,,,Beaver dam in culvert,,Yes,2020-07-13,,NO,,,POINT (-55.90272222 52.30691667),02YL000-22025,299887.286670794
463,NCC52,NCC,52,Barrier,TLH-C22 St. Mary’s Pond,2019-10-30,Trans Labrador Highway,52.30691667,-55.90272222,"Trout,Salmon,Char",Yes,Yes,,,,,,,,,,,,,,,,There is a beaver dam in the culvert closing off 3/4 of it,,,,,NO,,,POINT (-55.90272222 52.30691667),02YL000-22025,299887.286670794
464,NCC53,NCC,53,Culvert,TLH-C23 Hoop Hole Brook,2019-10-30,Trans Labrador Highway,52.34338889,-56.02519444,Trout,no,Yes,round,Galvanized,5.95,5.75,118,60,38,1.16,1.15,34.2,-0.03,0,58,,good,,BACKWATERED,No,,,NO,,,POINT (-56.02519444 52.34338889),02YL000-22025,301711.199826329
465,NCC54,NCC,54,Culvert,TLH-C24 St. Lewis Inlet,2019-10-30,Trans Labrador Highway,52.40422222,-56.09894444,"Trout,Salmon,Char,Smelts,Cod,Sculpin",Culverts are covered in water at high tide,Yes,,,,,,,,,,,,,,,,There are two culverts here that are totally submerged when the tide rises. Very large bodys of water on south side of the St. lewis causway. Culverts look to be about 2 meters wide,Re-assess at low tide,Incomplete,,,YES,"Culvert submerged at high tide, assessment not completed",Re-assess at low tide,POINT (-56.09894444 52.40422222),02YL000-22025,307170.841868119
466,NCC55,NCC,55,Culvert,TLH-C25 Jake’s Pond,2019-10-30,Trans Labrador Highway,52.44913889,-56.16752778,Trout,Yes,No,,,,,,,,,,,,,,,,"Beaver dam in culvert, full barrier",,Yes,2020-07-13,,NO,,,POINT (-56.16752778 52.44913889),02YL000-13673,310761.311016999
467,NCC56,NCC,56,Barrier,TLH-C25 Jake’s Pond,2019-10-30,Trans Labrador Highway,52.44913889,-56.16752778,Trout,Yes,,,,,,,,,,,,,,,,,Rocks/sticks full barrier. Beaver dam in culvert,,,,,NO,,,POINT (-56.16752778 52.44913889),02YL000-13673,310761.311016999
468,NCC57,NCC,57,Culvert,TLH-C26 Sandy Creek Pond,2019-10-30,Trans Labrador Highway,52.46433333,-56.18733333,Trout,no,Yes,,,,,,,,,,,,,,,,Too steep and water too deep to assess,Further Assessment required.,Incomplete,,,YES,Too steep and water too deep to assess,"Further assessment required (try a safer approach, lower water levels, etc).",POINT (-56.18733333 52.46433333),02YL000-13673,312043.473566102
469,NCC58,NCC,58,Culvert,TLH-C27 Notley’s Brook Tributary,2019-10-30,Trans Labrador Highway,52.49797222,-56.20061111,Trout,Yes,Yes,,,,,,,,,,,,,,,,Few trees across brook upstream. Too deep at outlet to assess.,BACKWATERED,No,,,NO,,,POINT (-56.20061111 52.49797222),02YL000-13673,315433.100515199
470,NCC59,NCC,59,Culvert,TLH-C28 Notley’s Brook Tributary,2019-10-30,Trans Labrador Highway,52.50897222,-56.223,Trout,no,Yes,,,,,,,,,,,,,,,,There is a fish ladder in this culvert. Water is to deep to assess on inlet and outlet,,No,,,NO,,,POINT (-56.223 52.50897222),02YL000-13673,316240.68696962
471,NCC60,NCC,60,Culvert,TLH-C29 Black Water Brook,2019-10-30,Trans Labrador Highway,52.53775278,-56.30638056,Trout,no,No,,,,,,,,,,,,,,,,AKA locally as black water brook. Stream too wide too deep for inlet photo.,Natural Bottom,No,,,NO,,,POINT (-56.30638056 52.53775278),02YL000-38,317857.583079241
472,NCC61,NCC,61,Culvert,TLH-C30 Watering Brook,2019-10-30,Trans Labrador Highway,52.62194444,-56.40927778,Trout,no,Yes,round,Galvanized,1.89,1.46,53,24,34,1.05,1.1,33.9,0.15,0,50,,good,,,No,,,NO,,,POINT (-56.40927778 52.62194444),02YL000-38,325041.504745378
473,NCC62,NCC,62,Culvert,TLH-C31 Shinney’s Brook,2019-10-30,Trans Labrador Highway,52.63211111,-56.42047222,"Trout,Salmon",Yes,Yes,,,,,,,,,,,,,,,,Locally AKA Shinneys Brook. Crossing TLH 1 of 2. Partial beaver barrier upstream. Too deep to assess,Further Assessment required.,Incomplete,,,YES,Too steep to assess & outlet photo doesn't show full pipe,"Further assessment required (try a safer approach, wear chest waders, etc).",POINT (-56.42047222 52.63211111),02YL000-38,325948.285847435
474,NCC63,NCC,63,Culvert,TLH-C32 Trout Pond,2019-10-30,Trans Labrador Highway,52.6505,-56.47452778,Trout,Yes,Yes,round,Galvanized,2.94,2.24,70,57,47,1.04,1.12,22.1,0.36,0,38,,good,"Locally known as trout pond. Partial barrier, old beaver debris ~30ft upstream of inlet",,No,,,NO,,,POINT (-56.47452778 52.6505),02YL000-38,327052.487535322
475,NCC64,NCC,64,Culvert,TLH-C33 Shinney’s Brook,2019-10-30,Trans Labrador Highway,52.68552778,-56.60658333,Trout,no,Yes,round,Galvanized,3.02,2.7,103,40,68,0.78,1.33,23.2,2.37,0,68,,good,,Fish ladder in culvert,No,,,NO,,,POINT (-56.60658333 52.68552778),02YL000-38,328894.686887889
476,Qalipu1,Qalipu,1,Weir,Warm Brook Weir 01,2019-09-19,Minnesota Drive,48.55695,-58.56118333,"Trout,Salmon",Yes,,,,,,,,,,,,,15.5,35,2.258064516,,"15.5cm drop, 70.0cm wide, 35.0cm plunge","POTENTIALLY BUT THE DROP DOES NOT SEEM GREAT AND IN HIGHER FLOWS I EXPECT NO ISSUES-MAY WANT BETTER PHOTOS AND MEASUREMENTS
this is not culvert but a constructed weir....",Maybe,,,NO,,,POINT (-58.56118333 48.55695),02YL000-16458,46199.8628743186
477,Qalipu2,Qalipu,2,Dam,Warm Brook Failed Bridge 01,2019-09-19,Conneticut Drive,48.55995,-58.54795,"Trout,Salmon",no,,,,,,,,,,,,,,,,,Stop logs installed so plunge depth can vary. See photos.,"AS PLUNGE DEPTH AND PERCH CAN VARY DUE TO STOP LOGS THERE MAY BE A BARRIER AT DIFFERENT TIMES
title: Warm Brook failed bridge is misleading...",Maybe,,,NO,,,POINT (-58.54795 48.55995),02YL000-16458,45253.9538315474
478,Qalipu4,Qalipu,4,Bridge,Pinchgut brook failed bridge 01,2019-09-20,Private property,48.8006,-58.04595,"Trout,Salmon",no,No,,,,,,,,,,,0,,,,,"Bridge is very old and not well-constructed (possibly built by property owner). Not yet collapsed, but definitely one to keep an eye on.",,No,,,NO,,,POINT (-58.04595 48.8006),02YL000-16458,5236.1856082808
479,Qalipu5,Qalipu,5,Beaver Dam,Spruce Brook Beaver dam 01,2019-09-23,Logger School rd,48.8191,-57.74455,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,,no d/s ptoto to show height or barrier potential,Yes,,,NO,,,POINT (-57.74455 48.8191),02YL000-7379,914.567023155425
480,Qalipu6,Qalipu,6,Culvert,Cold Brook Culvert 01,2019-09-25,Cold Brook rd,48.64695,-58.48666667,"Trout,Salmon",no,Yes,circle,CSP,1.8,0.5,25,3,3.6,0.54,0.95,12.3,3.333333333,12,41,3.416666667,poor,"Culvert is partially separated (see photos), there is  a lot of rock debris built up in the middle, the bottom is rusted and the pipe is buckled halfway through (failed joiner - rocks are falling in from above).",SLOPE likely RESULT IN BARRIER  THO ROCKS IN PIPE MAY ALLEVIATE VELOCITY AND PROVIDE COVER,Yes,2020-07-13,,NO,,,POINT (-58.48666667 48.64695),02YL000-16458,35608.2614241038
481,Qalipu7,Qalipu,7,Culvert,Cold Brook Failed Culvert 01,2019-09-25,Cold Brook rd,48.654,-58.47681667,"Trout,Salmon",Yes,Yes,,,,,,,,,,,0,,,,,"Partial Barrier. Old culvert looks to be washed out and blocking off part of stream channel. Almost fully buried in stream bed. A few larger rocks are also blocking off the other part of the stream, making it almost impossible for fish to pass.",CULVERT DEEPLY EMBEDDED AND WATERCOURSE HAS DIVERTED AROUND THE STRUCTURE,No,,,NO,,,POINT (-58.47681667 48.654),02YL000-16458,34560.8179684098
482,Qalipu8,Qalipu,8,Beaver Dam,Cold Brook beaver dam 01,2019-09-25,Cold Brook rd,48.63843333,-58.49571667,"Trout,Salmon",Yes,No,,,,,,,,,,,0,,,,,Partial barrier. Partial beaver dam started on outlet side of existing bridge.,MARGINAL BEAVERDAM THAT WILL LIKELY WASH OUT IN NEXT FRESHET BUT MAY WANT TO WATCH THIS SITE,Yes,,,NO,,,POINT (-58.49571667 48.63843333),02YL000-16458,36706.7800785442
483,Qalipu9,Qalipu,9,Beaver Dam,Cold Brook beaver dam 02,2019-09-25,Boyds Farm driveway,48.58706667,-58.54223333,Trout,Yes,Yes,,,,,,,,,,,0,,,,,Full beaver dam blocking off the river - farmer showed assessment crew the location.,A MORE SUBSTANTIAL DAM THO LOOKS LIKE A FRESHET MAY RESOLVE IT.  GOOGLE MAPS SHOWS A POTENTIALY MORE SUBSTANTIAL STRUCURE.  MAY WANT TO WATCH,Yes,,,NO,,,POINT (-58.54223333 48.58706667),02YL000-16458,42943.780284415
484,Qalipu10,Qalipu,10,Beaver Dam,Warm Brook Beaver Dam 02,2019-09-25,Old Abitibi Railway,48.55828333,-58.51453333,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,Beaver dam,MORE SUBSTANTIAL,Yes,,,NO,,,POINT (-58.51453333 48.55828333),02YL000-16458,43603.6502207654
485,Qalipu11,Qalipu,11,Culvert,Trout Brook Culvert 01,2019-09-27,TCH Route 1,48.60755,-58.23385,"Trout,Salmon",no,Yes,round,CSP with concrete bottom,,,,,,,,,0,,,,good,Unable to do assessment due to very deep water (<4ft) and very strong current. Would be very difficult for fish to swim up therefore velocity barrier. Moose fence also blocking a way down. See photos.,ACCESS TO SITE IMPEDED BY MOOSE FENCE,Incomplete,,,YES,UNABLE TO ACCESS - NO DATA,Revisit Site to gather data - perhaps at lower water levels?,POINT (-58.23385 48.60755),02YL000-16458,27280.8932765684
486,Qalipu12,Qalipu,12,Culvert,Trout Brook Culvert 02,2019-09-27,Whites Road,48.59793333,-58.26451667,"Trout,Salmon",Yes,Yes,Square,Wood,,,,,,,,,0,,,,poor,Unable to assess due to multiple beaver dams causing water depth to be <4ft (TroutBrook_BeaverDam_02_photo1 & TroutBrook_BeaverDam_02_Photo2). Dam is impeding fish passage. Wood looks like it's starting to rot away in inlet side (See photos).,"UNABLE TO ACCESS SITE DUE TO WATER_x000D_
DAM DOES NOT LOOK LIKE IMPEDING FISH PASSAGE_x000D_
WATER DEPTH ON OUTLET APRON NOT 4 FT DEEP- DO THEY MEAN PLUNGE POOL?",Incomplete,,,YES,UNABLE TO ACCESS - NO DATA,"Revisit to gather data if feasible. Elevations, outflow drop, and outflow pool depth would be key.",POINT (-58.26451667 48.59793333),02YL000-16458,29167.957747525
487,Qalipu13,Qalipu,13,Culvert,Trout Brook Culvert 03,2019-09-27,Whites Road,48.59673333,-58.2735,"Trout,Salmon",Yes,No,,,,,,,,,,,0,,,,,"Inlet is blocked off by natural debris, mainly vegetation. See photos",,Incomplete,,,YES,PHOTO DOES NOT MATCH DESCRIPTION- SAYS WOOD BUT PHOTO SHOWS ROUND CONCRETE,Verify information provided.,POINT (-58.2735 48.59673333),02YL000-16458,29576.6264845948
488,Qalipu14,Qalipu,14,Culvert,Trout Brook Culvert 04,2019-09-27,Whites Road,48.5936,-58.28988333,"Trout,Salmon",Yes,No,,,,,,,,,,,0,,,,,"Inlet completely damed off by beavers. Impossible to reach outlet due to location (steep drop and no way down to it). Only inlet photo taken, outlet photo not taken due to location and very steep banks. ""...The outlet photo was not provided as noted in the assessment due to the location of the outlet. It was unsafe due to a very steep bank.",UNABLE TO ACCESS SITE,Yes,2020-07-13,,YES,UNABLE TO ACCESS - NO DATA,Revisit to gather data - confirm if access is or isn't feasible.,POINT (-58.28988333 48.5936),02YL000-16458,30439.010162184
489,Qalipu15,Qalipu,15,Culvert,Trout Brook Culvert 05,2019-09-27,Whites Road,48.57931667,-58.31291667,"Trout,Salmon",no,Yes,round,Concrete,0.95,0.46,25,12,,0.77,see notes,1.165,,4,50,12.5,good,Unable to get outlet elevation due to the lazer level not able to get low enough to read (small culvert). Forgot to take water depth. Water flow was very fast and strong. Very high velocity.,Potential for velocity barrier,Maybe,,,NO,,,POINT (-58.31291667 48.57931667),02YL000-16458,32648.1894708709
490,Qalipu16,Qalipu,16,Beaver Dam,Trout Brook Beaver Dam 1,2019-09-27,Whites Road,48.59801667,-58.26446667,"Trout,Salmon",Yes,,,,,,,,,,,,0,,,,,Beaver dam partially blocking inlet of Trout Brook Culvert 2. See photos,Info captured in Assessment for Trout Brook C2.,,,,NO,,,POINT (-58.26446667 48.59801667),02YL000-16458,29158.0060001485
491,Qalipu17,Qalipu,17,Beaver Dam,Trout Brook Beaver Dam 2,2019-09-27,Whites Road,48.59775,-58.2646,"Trout,Salmon",Yes,,,,,,,,,,,,0,,,,,Beaver dam is full barrier downstream. See photos,CAN'T SEE D/S VIEW FOR HEIGHT OR BARRIER POTENTIAL,Yes,,,NO,,,POINT (-58.2646 48.59775),02YL000-16458,29189.0094132868
492,Qalipu18,Qalipu,18,Beaver Dam,Trout Brook Beaver Dam 3,2019-09-27,Whites Road,48.5936,-58.28988333,Trout,Yes,,,,,,,,,,,,0,,,,,Full beaver dam completely covering inlet of culvert,Info captured in Assessment for Trout Brook Culvert 04,,,,NO,,,POINT (-58.28988333 48.5936),02YL000-16458,30439.010162184
493,Qalipu19,Qalipu,19,Culvert,Spruce Brook failed culvert 01,2019-10-01,Logger School rd,48.81521667,-58.26281667,Trout,Yes,Yes,,,,,,,,,,,0,,,,,"This is no longer a functioning culvert. It is laying exposed in the stream channel, therefore is being considered as physical barrier vs culvert. Water is coming from the outlet, but no water is present in the inlet. Possible beaver dam upstream","CULVERT FAILURE... NO WATER- WHERE IS THE WATER?
UNCERTAIN OF SITUATION THUS INCOMPLETE",Incomplete,,,YES,Water flow not visible - is this more of a ditch/drainage channel?,Provide more details to explain this specific situation.,POINT (-58.26281667 48.81521667),02YL000-6179,11272.3805119683
494,Qalipu3A,Qalipu,3A,Culvert,Warm Brook Culvert 01,2019-09-19,Route 490,48.55561667,-58.52201667,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,Large culvert. Backwatered,SAME LOCATION AS WARM BROOK CULVERT 02 AND 03,No,,,NO,,,POINT (-58.52201667 48.55561667),02YL000-16458,44204.0697991412
495,Qalipu3B,Qalipu,3B,Culvert,Warm Brook Culvert 02,2019-09-19,Route 490,48.55545,-58.52206667,"Trout,Salmon",Yes,No,,,,,,,,,,,,,,,,Beaver dam is blocking inlet.,SAME LOCATION AS WARM BROOK CULVERT 01 AND 03,Yes,2020-07-13,,NO,,,POINT (-58.52206667 48.55545),02YL000-16458,44219.7457544357
496,Qalipu3C,Qalipu,3C,Culvert,Warm Brook Culvert  03,2019-09-19,Route 490,48.55543333,-58.52203333,"Trout,Salmon",Yes,No,,,,,,,,,,,,,,,,Double culvert. Warm Brook Culvert 2 is completely blocked off by beaver dam (Beaver dam 1). Beaver activity is starting to block off Warm Brook culvert 3 as well.,SAME LOCATION AS WARM BROOK CULVERT 01 AND 02,No,,,NO,,,POINT (-58.52203333 48.55543333),02YL000-16458,44219.3064708373
